,cartera_contactada,bajas_capturadas
1192,0.58885,1.0
1193,0.58934,1.0
1194,0.58983,1.0
1195,0.59033,1.0
1196,0.59082,1.0
1197,0.59131,1.0
1198,0.59181,1.0
1199,0.5923,1.0
1200,0.59279,1.0
1201,0.59329,1.0
1202,0.59378,1.0
1203,0.59427,1.0
1204,0.59477,1.0
1205,0.59526,1.0
1206,0.59576,1.0
1207,0.59625,1.0
1208,0.59674,1.0
1209,0.59724,1.0
1210,0.59773,1.0
1211,0.59822,1.0
1212,0.59872,1.0
1213,0.59921,1.0
1214,0.5997,1.0
1215,0.6002,1.0
1216,0.60069,1.0
1217,0.60118,1.0
1218,0.60168,1.0
1219,0.60217,1.0
1220,0.60267,1.0
1221,0.60316,1.0
1222,0.60365,1.0
1223,0.60415,1.0
1224,0.60464,1.0
1225,0.60513,1.0
1226,0.60563,1.0
1227,0.60612,1.0
1228,0.60661,1.0
1229,0.60711,1.0
1230,0.6076,1.0
1231,0.60809,1.0
1232,0.60859,1.0
1233,0.60908,1.0
1234,0.60958,1.0
1235,0.61007,1.0
1236,0.61056,1.0
1237,0.61106,1.0
1238,0.61155,1.0
1239,0.61204,1.0
1240,0.61254,1.0
1241,0.61303,1.0
1242,0.61352,1.0
1243,0.61402,1.0
1244,0.61451,1.0
1245,0.615,1.0
1246,0.6155,1.0
1247,0.61599,1.0
1248,0.61649,1.0
1249,0.61698,1.0
1250,0.61747,1.0
1251,0.61797,1.0
1252,0.61846,1.0
1253,0.61895,1.0
1254,0.61945,1.0
1255,0.61994,1.0
1256,0.62043,1.0
1257,0.62093,1.0
1258,0.62142,1.0
1259,0.62192,1.0
1260,0.62241,1.0
1261,0.6229,1.0
1262,0.6234,1.0
1263,0.62389,1.0
1264,0.62438,1.0
1265,0.62488,1.0
1266,0.62537,1.0
1267,0.62586,1.0
1268,0.62636,1.0
1269,0.62685,1.0
1270,0.62734,1.0
1271,0.62784,1.0
1272,0.62833,1.0
1273,0.62883,1.0
1274,0.62932,1.0
1275,0.62981,1.0
1276,0.63031,1.0
1277,0.6308,1.0
1278,0.63129,1.0
1279,0.63179,1.0
1280,0.63228,1.0
1281,0.63277,1.0
1282,0.63327,1.0
1283,0.63376,1.0
1284,0.63425,1.0
1285,0.63475,1.0
1286,0.63524,1.0
1287,0.63574,1.0
1288,0.63623,1.0
1289,0.63672,1.0
1290,0.63722,1.0
1291,0.63771,1.0
1292,0.6382,1.0
1293,0.6387,1.0
1294,0.63919,1.0
1295,0.63968,1.0
1296,0.64018,1.0
1297,0.64067,1.0
1298,0.64116,1.0
1299,0.64166,1.0
1300,0.64215,1.0
1301,0.64265,1.0
1302,0.64314,1.0
1303,0.64363,1.0
1304,0.64413,1.0
1305,0.64462,1.0
1306,0.64511,1.0
1307,0.64561,1.0
1308,0.6461,1.0
1309,0.64659,1.0
1310,0.64709,1.0
1311,0.64758,1.0
1312,0.64808,1.0
1313,0.64857,1.0
1314,0.64906,1.0
1315,0.64956,1.0
1316,0.65005,1.0
1317,0.65054,1.0
1318,0.65104,1.0
1319,0.65153,1.0
1320,0.65202,1.0
1321,0.65252,1.0
1322,0.65301,1.0
1323,0.6535,1.0
1324,0.654,1.0
1325,0.65449,1.0
1326,0.65499,1.0
1327,0.65548,1.0
1328,0.65597,1.0
1329,0.65647,1.0
1330,0.65696,1.0
1331,0.65745,1.0
1332,0.65795,1.0
1333,0.65844,1.0
1334,0.65893,1.0
1335,0.65943,1.0
1336,0.65992,1.0
1337,0.66041,1.0
1338,0.66091,1.0
1339,0.6614,1.0
1340,0.6619,1.0
1341,0.66239,1.0
1342,0.66288,1.0
1343,0.66338,1.0
1344,0.66387,1.0
1345,0.66436,1.0
1346,0.66486,1.0
1347,0.66535,1.0
1348,0.66584,1.0
1349,0.66634,1.0
1350,0.66683,1.0
1351,0.66732,1.0
1352,0.66782,1.0
1353,0.66831,1.0
1354,0.66881,1.0
1355,0.6693,1.0
1356,0.66979,1.0
1357,0.67029,1.0
1358,0.67078,1.0
1359,0.67127,1.0
1360,0.67177,1.0
1361,0.67226,1.0
1362,0.67275,1.0
1363,0.67325,1.0
1364,0.67374,1.0
1365,0.67423,1.0
1366,0.67473,1.0
1367,0.67522,1.0
1368,0.67572,1.0
1369,0.67621,1.0
1370,0.6767,1.0
1371,0.6772,1.0
1372,0.67769,1.0
1373,0.67818,1.0
1374,0.67868,1.0
1375,0.67917,1.0
1376,0.67966,1.0
1377,0.68016,1.0
1378,0.68065,1.0
1379,0.68115,1.0
1380,0.68164,1.0
1381,0.68213,1.0
1382,0.68263,1.0
1383,0.68312,1.0
1384,0.68361,1.0
1385,0.68411,1.0
1386,0.6846,1.0
1387,0.68509,1.0
1388,0.68559,1.0
1389,0.68608,1.0
1390,0.68657,1.0
1391,0.68707,1.0
1392,0.68756,1.0
1393,0.68806,1.0
1394,0.68855,1.0
1395,0.68904,1.0
1396,0.68954,1.0
1397,0.69003,1.0
1398,0.69052,1.0
1399,0.69102,1.0
1400,0.69151,1.0
1401,0.692,1.0
1402,0.6925,1.0
1403,0.69299,1.0
1404,0.69348,1.0
1405,0.69398,1.0
1406,0.69447,1.0
1407,0.69497,1.0
1408,0.69546,1.0
1409,0.69595,1.0
1410,0.69645,1.0
1411,0.69694,1.0
1412,0.69743,1.0
1413,0.69793,1.0
1414,0.69842,1.0
1415,0.69891,1.0
1416,0.69941,1.0
1417,0.6999,1.0
1418,0.70039,1.0
1419,0.70089,1.0
1420,0.70138,1.0
1421,0.70188,1.0
1422,0.70237,1.0
1423,0.70286,1.0
1424,0.70336,1.0
1425,0.70385,1.0
1426,0.70434,1.0
1427,0.70484,1.0
1428,0.70533,1.0
1429,0.70582,1.0
1430,0.70632,1.0
1431,0.70681,1.0
1432,0.70731,1.0
1433,0.7078,1.0
1434,0.70829,1.0
1435,0.70879,1.0
1436,0.70928,1.0
1437,0.70977,1.0
1438,0.71027,1.0
1439,0.71076,1.0
1440,0.71125,1.0
1441,0.71175,1.0
1442,0.71224,1.0
1443,0.71273,1.0
1444,0.71323,1.0
1445,0.71372,1.0
1446,0.71422,1.0
1447,0.71471,1.0
1448,0.7152,1.0
1449,0.7157,1.0
1450,0.71619,1.0
1451,0.71668,1.0
1452,0.71718,1.0
1453,0.71767,1.0
1454,0.71816,1.0
1455,0.71866,1.0
1456,0.71915,1.0
1457,0.71964,1.0
1458,0.72014,1.0
1459,0.72063,1.0
1460,0.72113,1.0
1461,0.72162,1.0
1462,0.72211,1.0
1463,0.72261,1.0
1464,0.7231,1.0
1465,0.72359,1.0
1466,0.72409,1.0
1467,0.72458,1.0
1468,0.72507,1.0
1469,0.72557,1.0
1470,0.72606,1.0
1471,0.72655,1.0
1472,0.72705,1.0
1473,0.72754,1.0
1474,0.72804,1.0
1475,0.72853,1.0
1476,0.72902,1.0
1477,0.72952,1.0
1478,0.73001,1.0
1479,0.7305,1.0
1480,0.731,1.0
1481,0.73149,1.0
1482,0.73198,1.0
1483,0.73248,1.0
1484,0.73297,1.0
1485,0.73346,1.0
1486,0.73396,1.0
1487,0.73445,1.0
1488,0.73495,1.0
1489,0.73544,1.0
1490,0.73593,1.0
1491,0.73643,1.0
1492,0.73692,1.0
1493,0.73741,1.0
1494,0.73791,1.0
1495,0.7384,1.0
1496,0.73889,1.0
1497,0.73939,1.0
1498,0.73988,1.0
1499,0.74038,1.0
1500,0.74087,1.0
1501,0.74136,1.0
1502,0.74186,1.0
1503,0.74235,1.0
1504,0.74284,1.0
1505,0.74334,1.0
1506,0.74383,1.0
1507,0.74432,1.0
1508,0.74482,1.0
1509,0.74531,1.0
1510,0.7458,1.0
1511,0.7463,1.0
1512,0.74679,1.0
1513,0.74729,1.0
1514,0.74778,1.0
1515,0.74827,1.0
1516,0.74877,1.0
1517,0.74926,1.0
1518,0.74975,1.0
1519,0.75025,1.0
1520,0.75074,1.0
1521,0.75123,1.0
1522,0.75173,1.0
1523,0.75222,1.0
1524,0.75271,1.0
1525,0.75321,1.0
1526,0.7537,1.0
1527,0.7542,1.0
1528,0.75469,1.0
1529,0.75518,1.0
1530,0.75568,1.0
1531,0.75617,1.0
1532,0.75666,1.0
1533,0.75716,1.0
1534,0.75765,1.0
1535,0.75814,1.0
1536,0.75864,1.0
1537,0.75913,1.0
1538,0.75962,1.0
1539,0.76012,1.0
1540,0.76061,1.0
1541,0.76111,1.0
1542,0.7616,1.0
1543,0.76209,1.0
1544,0.76259,1.0
1545,0.76308,1.0
1546,0.76357,1.0
1547,0.76407,1.0
1548,0.76456,1.0
1549,0.76505,1.0
1550,0.76555,1.0
1551,0.76604,1.0
1552,0.76654,1.0
1553,0.76703,1.0
1554,0.76752,1.0
1555,0.76802,1.0
1556,0.76851,1.0
1557,0.769,1.0
1558,0.7695,1.0
1559,0.76999,1.0
1560,0.77048,1.0
1561,0.77098,1.0
1562,0.77147,1.0
1563,0.77196,1.0
1564,0.77246,1.0
1565,0.77295,1.0
1566,0.77345,1.0
1567,0.77394,1.0
1568,0.77443,1.0
1569,0.77493,1.0
1570,0.77542,1.0
1571,0.77591,1.0
1572,0.77641,1.0
1573,0.7769,1.0
1574,0.77739,1.0
1575,0.77789,1.0
1576,0.77838,1.0
1577,0.77887,1.0
1578,0.77937,1.0
1579,0.77986,1.0
1580,0.78036,1.0
1581,0.78085,1.0
1582,0.78134,1.0
1583,0.78184,1.0
1584,0.78233,1.0
1585,0.78282,1.0
1586,0.78332,1.0
1587,0.78381,1.0
1588,0.7843,1.0
1589,0.7848,1.0
1590,0.78529,1.0
1591,0.78578,1.0
1592,0.78628,1.0
1593,0.78677,1.0
1594,0.78727,1.0
1595,0.78776,1.0
1596,0.78825,1.0
1597,0.78875,1.0
1598,0.78924,1.0
1599,0.78973,1.0
1600,0.79023,1.0
1601,0.79072,1.0
1602,0.79121,1.0
1603,0.79171,1.0
1604,0.7922,1.0
1605,0.79269,1.0
1606,0.79319,1.0
1607,0.79368,1.0
1608,0.79418,1.0
1609,0.79467,1.0
1610,0.79516,1.0
1611,0.79566,1.0
1612,0.79615,1.0
1613,0.79664,1.0
1614,0.79714,1.0
1615,0.79763,1.0
1616,0.79812,1.0
1617,0.79862,1.0
1618,0.79911,1.0
1619,0.79961,1.0
1620,0.8001,1.0
1621,0.80059,1.0
1622,0.80109,1.0
1623,0.80158,1.0
1624,0.80207,1.0
1625,0.80257,1.0
1626,0.80306,1.0
1627,0.80355,1.0
1628,0.80405,1.0
1629,0.80454,1.0
1630,0.80503,1.0
1631,0.80553,1.0
1632,0.80602,1.0
1633,0.80652,1.0
1634,0.80701,1.0
1635,0.8075,1.0
1636,0.808,1.0
1637,0.80849,1.0
1638,0.80898,1.0
1639,0.80948,1.0
1640,0.80997,1.0
1641,0.81046,1.0
1642,0.81096,1.0
1643,0.81145,1.0
1644,0.81194,1.0
1645,0.81244,1.0
1646,0.81293,1.0
1647,0.81343,1.0
1648,0.81392,1.0
1649,0.81441,1.0
1650,0.81491,1.0
1651,0.8154,1.0
1652,0.81589,1.0
1653,0.81639,1.0
1654,0.81688,1.0
1655,0.81737,1.0
1656,0.81787,1.0
1657,0.81836,1.0
1658,0.81885,1.0
1659,0.81935,1.0
1660,0.81984,1.0
1661,0.82034,1.0
1662,0.82083,1.0
1663,0.82132,1.0
1664,0.82182,1.0
1665,0.82231,1.0
1666,0.8228,1.0
1667,0.8233,1.0
1668,0.82379,1.0
1669,0.82428,1.0
1670,0.82478,1.0
1671,0.82527,1.0
1672,0.82577,1.0
1673,0.82626,1.0
1674,0.82675,1.0
1675,0.82725,1.0
1676,0.82774,1.0
1677,0.82823,1.0
1678,0.82873,1.0
1679,0.82922,1.0
1680,0.82971,1.0
1681,0.83021,1.0
1682,0.8307,1.0
1683,0.83119,1.0
1684,0.83169,1.0
1685,0.83218,1.0
1686,0.83268,1.0
1687,0.83317,1.0
1688,0.83366,1.0
1689,0.83416,1.0
1690,0.83465,1.0
1691,0.83514,1.0
1692,0.83564,1.0
1693,0.83613,1.0
1694,0.83662,1.0
1695,0.83712,1.0
1696,0.83761,1.0
1697,0.8381,1.0
1698,0.8386,1.0
1699,0.83909,1.0
1700,0.83959,1.0
1701,0.84008,1.0
1702,0.84057,1.0
1703,0.84107,1.0
1704,0.84156,1.0
1705,0.84205,1.0
1706,0.84255,1.0
1707,0.84304,1.0
1708,0.84353,1.0
1709,0.84403,1.0
1710,0.84452,1.0
1711,0.84501,1.0
1712,0.84551,1.0
1713,0.846,1.0
1714,0.8465,1.0
1715,0.84699,1.0
1716,0.84748,1.0
1717,0.84798,1.0
1718,0.84847,1.0
1719,0.84896,1.0
1720,0.84946,1.0
1721,0.84995,1.0
1722,0.85044,1.0
1723,0.85094,1.0
1724,0.85143,1.0
1725,0.85192,1.0
1726,0.85242,1.0
1727,0.85291,1.0
1728,0.85341,1.0
1729,0.8539,1.0
1730,0.85439,1.0
1731,0.85489,1.0
1732,0.85538,1.0
1733,0.85587,1.0
1734,0.85637,1.0
1735,0.85686,1.0
1736,0.85735,1.0
1737,0.85785,1.0
1738,0.85834,1.0
1739,0.85884,1.0
1740,0.85933,1.0
1741,0.85982,1.0
1742,0.86032,1.0
1743,0.86081,1.0
1744,0.8613,1.0
1745,0.8618,1.0
1746,0.86229,1.0
1747,0.86278,1.0
1748,0.86328,1.0
1749,0.86377,1.0
1750,0.86426,1.0
1751,0.86476,1.0
1752,0.86525,1.0
1753,0.86575,1.0
1754,0.86624,1.0
1755,0.86673,1.0
1756,0.86723,1.0
1757,0.86772,1.0
1758,0.86821,1.0
1759,0.86871,1.0
1760,0.8692,1.0
1761,0.86969,1.0
1762,0.87019,1.0
1763,0.87068,1.0
1764,0.87117,1.0
1765,0.87167,1.0
1766,0.87216,1.0
1767,0.87266,1.0
1768,0.87315,1.0
1769,0.87364,1.0
1770,0.87414,1.0
1771,0.87463,1.0
1772,0.87512,1.0
1773,0.87562,1.0
1774,0.87611,1.0
1775,0.8766,1.0
1776,0.8771,1.0
1777,0.87759,1.0
1778,0.87808,1.0
1779,0.87858,1.0
1780,0.87907,1.0
1781,0.87957,1.0
1782,0.88006,1.0
1783,0.88055,1.0
1784,0.88105,1.0
1785,0.88154,1.0
1786,0.88203,1.0
1787,0.88253,1.0
1788,0.88302,1.0
1789,0.88351,1.0
1790,0.88401,1.0
1791,0.8845,1.0
1792,0.885,1.0
1793,0.88549,1.0
1794,0.88598,1.0
1795,0.88648,1.0
1796,0.88697,1.0
1797,0.88746,1.0
1798,0.88796,1.0
1799,0.88845,1.0
1800,0.88894,1.0
1801,0.88944,1.0
1802,0.88993,1.0
1803,0.89042,1.0
1804,0.89092,1.0
1805,0.89141,1.0
1806,0.89191,1.0
1807,0.8924,1.0
1808,0.89289,1.0
1809,0.89339,1.0
1810,0.89388,1.0
1811,0.89437,1.0
1812,0.89487,1.0
1813,0.89536,1.0
1814,0.89585,1.0
1815,0.89635,1.0
1816,0.89684,1.0
1817,0.89733,1.0
1818,0.89783,1.0
1819,0.89832,1.0
1820,0.89882,1.0
1821,0.89931,1.0
1822,0.8998,1.0
1823,0.9003,1.0
1824,0.90079,1.0
1825,0.90128,1.0
1826,0.90178,1.0
1827,0.90227,1.0
1828,0.90276,1.0
1829,0.90326,1.0
1830,0.90375,1.0
1831,0.90424,1.0
1832,0.90474,1.0
1833,0.90523,1.0
1834,0.90573,1.0
1835,0.90622,1.0
1836,0.90671,1.0
1837,0.90721,1.0
1838,0.9077,1.0
1839,0.90819,1.0
1840,0.90869,1.0
1841,0.90918,1.0
1842,0.90967,1.0
1843,0.91017,1.0
1844,0.91066,1.0
1845,0.91115,1.0
1846,0.91165,1.0
1847,0.91214,1.0
1848,0.91264,1.0
1849,0.91313,1.0
1850,0.91362,1.0
1851,0.91412,1.0
1852,0.91461,1.0
1853,0.9151,1.0
1854,0.9156,1.0
1855,0.91609,1.0
1856,0.91658,1.0
1857,0.91708,1.0
1858,0.91757,1.0
1859,0.91807,1.0
1860,0.91856,1.0
1861,0.91905,1.0
1862,0.91955,1.0
1863,0.92004,1.0
1864,0.92053,1.0
1865,0.92103,1.0
1866,0.92152,1.0
1867,0.92201,1.0
1868,0.92251,1.0
1869,0.923,1.0
1870,0.92349,1.0
1871,0.92399,1.0
1872,0.92448,1.0
1873,0.92498,1.0
1874,0.92547,1.0
1875,0.92596,1.0
1876,0.92646,1.0
1877,0.92695,1.0
1878,0.92744,1.0
1879,0.92794,1.0
1880,0.92843,1.0
1881,0.92892,1.0
1882,0.92942,1.0
1883,0.92991,1.0
1884,0.9304,1.0
1885,0.9309,1.0
1886,0.93139,1.0
1887,0.93189,1.0
1888,0.93238,1.0
1889,0.93287,1.0
1890,0.93337,1.0
1891,0.93386,1.0
1892,0.93435,1.0
1893,0.93485,1.0
1894,0.93534,1.0
1895,0.93583,1.0
1896,0.93633,1.0
1897,0.93682,1.0
1898,0.93731,1.0
1899,0.93781,1.0
1900,0.9383,1.0
1901,0.9388,1.0
1902,0.93929,1.0
1903,0.93978,1.0
1904,0.94028,1.0
1905,0.94077,1.0
1906,0.94126,1.0
1907,0.94176,1.0
1908,0.94225,1.0
1909,0.94274,1.0
1910,0.94324,1.0
1911,0.94373,1.0
1912,0.94423,1.0
1913,0.94472,1.0
1914,0.94521,1.0
1915,0.94571,1.0
1916,0.9462,1.0
1917,0.94669,1.0
1918,0.94719,1.0
1919,0.94768,1.0
1920,0.94817,1.0
1921,0.94867,1.0
1922,0.94916,1.0
1923,0.94965,1.0
1924,0.95015,1.0
1925,0.95064,1.0
1926,0.95114,1.0
1927,0.95163,1.0
1928,0.95212,1.0
1929,0.95262,1.0
1930,0.95311,1.0
1931,0.9536,1.0
1932,0.9541,1.0
1933,0.95459,1.0
1934,0.95508,1.0
1935,0.95558,1.0
1936,0.95607,1.0
1937,0.95656,1.0
1938,0.95706,1.0
1939,0.95755,1.0
1940,0.95805,1.0
1941,0.95854,1.0
1942,0.95903,1.0
1943,0.95953,1.0
1944,0.96002,1.0
1945,0.96051,1.0
1946,0.96101,1.0
1947,0.9615,1.0
1948,0.96199,1.0
1949,0.96249,1.0
1950,0.96298,1.0
1951,0.96347,1.0
1952,0.96397,1.0
1953,0.96446,1.0
1954,0.96496,1.0
1955,0.96545,1.0
1956,0.96594,1.0
1957,0.96644,1.0
1958,0.96693,1.0
1959,0.96742,1.0
1960,0.96792,1.0
1961,0.96841,1.0
1962,0.9689,1.0
1963,0.9694,1.0
1964,0.96989,1.0
1965,0.97038,1.0
1966,0.97088,1.0
1967,0.97137,1.0
1968,0.97187,1.0
1969,0.97236,1.0
1970,0.97285,1.0
1971,0.97335,1.0
1972,0.97384,1.0
1973,0.97433,1.0
1974,0.97483,1.0
1975,0.97532,1.0
1976,0.97581,1.0
1977,0.97631,1.0
1978,0.9768,1.0
1979,0.9773,1.0
1980,0.97779,1.0
1981,0.97828,1.0
1982,0.97878,1.0
1983,0.97927,1.0
1984,0.97976,1.0
1985,0.98026,1.0
1986,0.98075,1.0
1987,0.98124,1.0
1988,0.98174,1.0
1989,0.98223,1.0
1990,0.98272,1.0
1991,0.98322,1.0
1992,0.98371,1.0
1993,0.98421,1.0
1994,0.9847,1.0
1995,0.98519,1.0
1996,0.98569,1.0
1997,0.98618,1.0
1998,0.98667,1.0
1999,0.98717,1.0
2000,0.98766,1.0
2001,0.98815,1.0
2002,0.98865,1.0
2003,0.98914,1.0
2004,0.98963,1.0
2005,0.99013,1.0
2006,0.99062,1.0
2007,0.99112,1.0
2008,0.99161,1.0
2009,0.9921,1.0
2010,0.9926,1.0
2011,0.99309,1.0
2012,0.99358,1.0
2013,0.99408,1.0
2014,0.99457,1.0
2015,0.99506,1.0
2016,0.99556,1.0
2017,0.99605,1.0
2018,0.99654,1.0
2019,0.99704,1.0
2020,0.99753,1.0
2021,0.99803,1.0
2022,0.99852,1.0
2023,0.99901,1.0
2024,0.99951,1.0
2025,1.0,1.0
